fuente,id_origen,comprador,objeto,tipo,fecha_publicacion,fecha_apertura,estado,categoria_zona,es_ruido,keywords,url,fragmento,primera_vez_visto,vista_ultima_corrida,ultima_vez_visto
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8453/contents/1858218,Bahia Blanca,Decreto Nº772 en el boletín 219º de Bahia Blanca,,30/03/2023,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8453/contents/1858218,"Visto las presentes actuaciones, originadas por el Departamento Talleres y Maestranza, dependiente de la Secretaría de Gestión Urbana, referidas a la adquisición de neumáticos X412, conforme Solicitud de Pedido Nº ... […] a ALVAREZ NEUMATICOS S.A. (Proveedor Nº 5.649), la provisión de neumáticos X412, por mejor oferta económica que cumple con las especificaciones técnicas solicitadas, por la suma total de PESOS UN MILLON ...",2023-03-30,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8397/contents/1851766,General Villegas,Decreto Nº1933/22 en el boletín 134º de General Villegas,,30/03/2023,,,volumen_alto,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/8397/contents/1851766,"de la arteria mencionada produciéndose la rotura del neumático marca Pirelli, rodado 17, de la rueda referida, con daños también en la llanta del mismo. Que para el caso de no acceder a su requerimiento, procederá a iniciar ...",2023-03-30,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8324/contents/1848541,Trenque Lauquen,Decreto Nº2795/2022 en el boletín 127º de Trenque Lauquen,,28/03/2023,,,volumen_alto,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/8324/contents/1848541,"Que el mismo está organizado por un grupo de empleados municipales y cuenta con la colaboración de la Municipalidad de Trenque Lauquen.- Que este Departamento Ejecutivo considera ... […] Que el día 6 de Noviembre del corriente año, a las 21 Hs., se llevará a cabo en las instalaciones del Club Tres Llantas de Trenque Lauquen, un “EVENTO POR EL DÍA DEL EMPLEADO MUNICIPAL”; y, ... […] 2795-22 Declara Int.Púb.y Munic. EVENTO POR DIA DEL EMPLEADO MUNICIPAL ...",2023-03-28,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8434/contents/1855306,Bahia Blanca,Decreto Nº702 en el boletín 218º de Bahia Blanca,,27/03/2023,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8434/contents/1855306,"Visto las presentes actuaciones, originadas por el Departamento Talleres y Maestranza, dependiente de la Secretaría de Gestión Urbana, referidas a la adquisición de neumáticos X412 para cubrir la demanda de distintas reparticiones municipales ... […] 1º )- Adjudicar a ALVAREZ NEUMÁTICOS S.A (Proveedor Nº 5649), la provisión de neumáticos X412, por mejor oferta económica que cumple ...",2023-03-27,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8305/contents/1845761,Tapalqué,Decreto Nº0085 en el boletín 68º de Tapalqué,,23/03/2023,,adjudicada,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8305/contents/1845761,"VISTO : El llamado a Concurso de Precios N° 6 para la adquisición de neumáticos para móviles del CPR local y delegaciones que se tramita mediante expediente N° 4111-012/23 para el día 3 de febrero de 2023 a las 10,00 horas ... […] ARTÍCULO 1°: Adjudicase el Concurso de Precios N° 6 para la adquisición de neumáticos para móviles del CPR local y delegaciones que se tramita mediante expediente N° 4111-012/23 ... […] NEUMÁTICO P/ CAMIONETA – USO MIXTO MEDIDA 265/65/R17 $ 111.500,00 ...",2023-03-23,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8305/contents/1845799,Tapalqué,Decreto Nº0093 en el boletín 68º de Tapalqué,,23/03/2023,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8305/contents/1845799,"VISTO: La necesidad por parte de esta Municipalidad de proceder al llamado a Licitación Privada N° 3 para la adquisición de neumáticos para el corralón municipal, que se tramita mediante expediente N° 4111-027/23 ... […] ARTICULO 1º: Autorízase a la Oficina de Compras de esta Municipalidad a proceder al llamado a licitación privada N° 3 para la adquisición de neumáticos para el corralón ... […] Por ello el Intendente Municipal, en uso de sus facultades decreta ...",2023-03-23,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8359/contents/1854924,Mercedes,Decreto Nº258/2023 en el boletín 63º de Mercedes,,23/03/2023,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/8359/contents/1854924,"La necesidad de proveer a la Secretaría de Seguridad de cubiertas para móviles policiales que le permitan cubrir los requerimientos operativos de los próximos meses. Que atento ... […] Lo actuado en Expediente Administrativo Nº 447/2023, caratulado “Licitación Privada Nº 08/2023 s/ la compra de cubiertas destinadas a móviles de Seguridad”, ... […] ARTICULO 1º) Declárese desierto el primer llamado a Licitación Privada n° 08/2023 para la adquisición de cubiertas ...",2023-03-23,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8415/contents/1853777,Bahia Blanca,Decreto Nº606 en el boletín 216º de Bahia Blanca,,21/03/2023,,,volumen_alto,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8415/contents/1853777,"Visto las presentes actuaciones, originadas por el Departamento Talleres y Maestranza, dependiente de la Secretaría de Gestión Urbana, referidas a la adquisición de neumáticos X412 para cubrir la demanda de distintas reparticiones municipales ... […] a ALVAREZ NEUMÁTICOS S.A (Proveedor Nº 5649), la provisión de neumáticos X412, por única oferta que cumple con las especificaciones técnicas solicitadas y conveniente ...",2023-03-21,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8424/contents/1853638,General Viamonte,Licitación Nº002 en el boletín 183º de General Viamonte,,21/03/2023,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/8424/contents/1853638,": 4 Cubiertas lisas 1000 x 20 ... […] . $ 1.060.000,00 OFICIAL OBJETO 2: 4 Cubiertas con taco 1000 x ... […] .360.000,00 POR OBJETO: OBJETO 3: 6 Cubiertas lisas 275 x 80 x 22.5 ...",2023-03-21,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8303/contents/1853386,Nueve de Julio,Decreto Nº428/2023 en el boletín 78º de Nueve de Julio,,17/03/2023,,adjudicada,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8303/contents/1853386,"Que corresponde dictar acto administrativo expreso, de conformidad a las constancias enunciadas ... […] La comunicación NO–00006801-MUNINUE-SSC#SAH. El expediente Nº 4082-103/2023. La solicitud de la Secretaría de Obras y Servicios Públicos. Las invitaciones a cotizar y los presupuestos presentados por distintas firmas ... […] LICITACION PRIVADA Nº 7 - NEUMÁTICOS - ADJUDICACION. ...",2023-03-17,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8303/contents/1853397,Nueve de Julio,Decreto Nº429/2023 en el boletín 78º de Nueve de Julio,,17/03/2023,,adjudicada,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8303/contents/1853397,"Que corresponde dictar acto administrativo expreso, de conformidad a las constancias enunciadas ... […] La comunicación NO–2023-00006799-MUNINUE-SSC#SAH. El expediente Nº 4082-87/2023. La solicitud de la Secretaría de Obras y Servicios Públicos. Las invitaciones a cotizar y los presupuestos presentados por distintas ... […] LICITACION PRIVADA Nº 4 - NEUMÁTICOS - ADJUDICACION. ...",2023-03-17,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8303/contents/1852276,Nueve de Julio,Decreto Nº417/2023 en el boletín 78º de Nueve de Julio,,17/03/2023,,,volumen_alto,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8303/contents/1852276,"Que de conformidad al Artículo 108 inciso 2 del Decreto Ley Nº 6769/58 y sus modificatorias “Ley Orgánica de las Municipalidades”, es atribución y deber del Departamento Ejecutivo la promulgación de Ordenanzas sancionada por el Honorable Concejo ... […] Que el día 9 de marzo del corriente año el Honorable Concejo Deliberante, procedió a la sanción de la Ordenanza Nº 6965 “Autorizando al Departamento Ejecutivo a aceptar única oferta Licitación Privada Nº 4/2023: adquisición de neumáticos en cotización Nº 1328 ítems Nº 3, 4 y 7"". ... […] PROMULGA ORDENANZA Nº 6965: AUTORIZANDO AL DEPARTAMENTO EJ",2023-03-17,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8419/contents/1853287,General Viamonte,Licitación Nº002/2023 en el boletín 182º de General Viamonte,,17/03/2023,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/8419/contents/1853287,": 4 Cubiertas lisas 1000 x 20 ... […] OBJETO 2: 4 Cubiertas con taco 1000 x 20 ... […] . $ 1.360.000,00 POR OBJETO: OBJETO 3: 6 Cubiertas lisas 275 x 80 x ...",2023-03-17,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8301/contents/1845056,Vicente López,Resolución Nº274/23 en el boletín 751º de Vicente López,,13/03/2023,,,objetivo,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/8301/contents/1845056,"RECEPCIONA DEFINITIVAMENTE Ia obra: ""Ejecución de cubiertas metálica en sector Pileta Chica del Campo Municipal No 1"" en un todo de acuerdo con el Pliego de Bases y Condiciones y el Código de Obras Públicas. ...",2023-03-13,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8308/contents/1846835,General Villegas,Resolución Nº563/22 en el boletín 132º de General Villegas,,10/03/2023,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/8308/contents/1846835,"de los rubros “ Gomería – Lubricantes – Accesorios – Artículos de limpieza”, desde el 01 de junio de 2013; y CONSIDERANDO: Que se labraron Acta de Inspección Nº ... […] a la explotación de los rubros “ GOMERÍA – LUBRICANTES – ACCESORIOS – ARTICULOS DE LIMPIEZA”, denominación comercial “ GOMERIA LOS NIETOS”, de la firma TRANSPORTE J.B.S. S.H. integrada por los señores Bergese Marcelo y Arilla Delia Mabel, CUIT Nº 30 ...",2023-03-10,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8356/contents/1849558,Bahia Blanca,Decreto Nº571 en el boletín 212º de Bahia Blanca,,08/03/2023,,,volumen_alto,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/8356/contents/1849558,"Visto el pedido de adquisición, originado por el Departamento Talleres y Maestranza, dependiente de la Secretaría de Gestión Urbana, para la adquisición de baterías X412, conforme a la solicitud de pedido N° 639/2023, y; CONSIDERANDO ... […] : - DECRETA - ARTICULO 1º )- Adjudícase a SERMAT S.A (Proveedor Nº 5.413), la provisión de baterías X412, por mejor oferta que cumple ...",2023-03-08,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8325/contents/1846496,Bahia Blanca,Resolución Nº503 en el boletín 209º de Bahia Blanca,,01/03/2023,,,volumen_alto,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/8325/contents/1846496,"Visto las presentes actuaciones, referidas a la solicitud de Habilitación presentada por Baterías Elpra SA , para desarrollar el rubro de Venta al por menor de repuestos automotor y de vehículos ... […] E - ARTICULO 1º)- Habílitase a Baterías Elpra SA , contribuyente Nº 77425B, para el rubro de Venta al por menor de repuestos automotor y de vehículos eléctricos , en calle DON BOSCO ... […] 740 del partido de BAHIA BLANCA.- ARTICULO 2º)- Expídase Certificado de Habilitación Nº 120/2023 a Baterías Elpra SA , Contribuyente Nº 77425B de acuerdo a lo establecido en el Artículo ...",2023-03-01,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8183/contents/1844520,La Plata,Decreto Nº4071/22 en el boletín 1230º de La Plata,,27/02/2023,,,objetivo,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/8183/contents/1844520,"Expte. 4061-1210069-22. Aprueba. Adjudica Concurso de Precios Nº 180-22, por la que se solicita la adquisición de baterías . ... […] EL INTENDENTE MUNICIPAL DECRETA ...",2023-02-27,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8307/contents/1844847,Bahia Blanca,Decreto Nº452 en el boletín 207º de Bahia Blanca,,24/02/2023,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8307/contents/1844847,"Visto las presentes actuaciones, originadas por el Departamento Talleres y Maestranza, dependiente de la Secretaría de Gestión Urbana, referidas a la adquisición de dos (2) neumáticos con destino al mencionado ... […] ARTÍCULO 1º )- Adjudicar a ALVAREZ NEUMÁTICOS S.A (Proveedor Nº 5.649), la provisión de dos (2) neumáticos con destino al Departamento Talleres y Maestranza, para cubrir ...",2023-02-24,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8271/contents/1839925,General Villegas,Decreto Nº1820/22 en el boletín 131º de General Villegas,,23/02/2023,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8271/contents/1839925,"a la “Adquisición de neumáticos para el parque automotor de las Delegaciones Municipales”, autorizada por Decreto Nº 1499/22; y CONSIDERAND O ... […] que se presentaron tres (3) proveedores y atento al informe de la Dirección Vial estima conveniente adjudicar los ítems 1, 2, 3 y 4 al oferente Neumáticos Villegas S.A., los ítems 5, 6, 7, 8, 9, 10 y 11 a Larocca Neumáticos S.A. y los ítems 12, 13, 14, 15 ... […] , 16, 17, 18, 19, 20, 21, 22, 23 y 24 a Leticia Liliana Morra, por resultar beneficiosos a los intereses municipales. Por otro lado, corresponde rechazar las ofertas: de Neumáticos Ville",2023-02-23,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8271/contents/1843118,General Villegas,Resolución Nº504/22 en el boletín 131º de General Villegas,,23/02/2023,,,volumen_alto,no,"gomeria,neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8271/contents/1843118,"VISTO: El Expediente Nº 1070/17, correspondiente a la habilitación de un comercio, perteneciente a la firma Brochiero Neumáticos Sociedad Simple, dedicado a la explotación del rubro “Gomerías ... […] - Neumáticos ”, con fecha de alta 1 de enero de 2017, registrado como Contribuyente Nº 3279; y CONSIDERANDO: Que por Expediente Nº 1070/17 Alcance 3, agregado ... […] de 2021, del comercio perteneciente a la firma BROCHIERO NEUMÁTICOS SOCIEDAD SIMPLE, CUIT Nº 30-71546995-9, Contribuyente Nº 3279, habilitado con los rubros “GOMERÍA - NEUMÁTICOS ”, denominación comercial “BROCHIERO NEUMÁTICOS ...",2023-02-23,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8241/contents/1841774,Tapalqué,Decreto Nº0038 en el boletín 67º de Tapalqué,,22/02/2023,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8241/contents/1841774,VISTO: La necesidad por parte de esta Municipalidad de proceder al llamado concurso de precios N° 6 para la adquisición de neumáticos para móviles del CPR local ... […] ARTICULO 1º: Autorizase a la Oficina de Compras de esta Municipalidad a proceder al llamado concurso de precios N° 6 para la adquisición de neumáticos ... […] de Gobierno Imputación: 22.00.00 neumáticos Fuente: 132 Origen provincial ...,2023-02-22,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8268/contents/1843339,Nueve de Julio,Licitación Nº7/2023 en el boletín 77º de Nueve de Julio,,17/02/2023,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8268/contents/1843339,"Autorízase el llamado a licitación privada Nº 7 para la compra de neumáticos para el área de la Secretaría de Obras y Servicios Públicos, a llevarse a cabo el día 17 de febrero de 2023 a las 10:00 hs. en la Subsecretaría de Contrataciones de esta Municipalidad. ...",2023-02-17,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8268/contents/1843091,Nueve de Julio,Licitación Nº4/2023 en el boletín 77º de Nueve de Julio,,17/02/2023,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8268/contents/1843091,"Autorízase el llamado a licitación privada Nº 4 para la compra de neumáticos para el área de la Secretaría de Obras y Servicios Públicos, a llevarse a cabo el día 15 de febrero de 2023 a las 10:00 hs en la Subsecretaría de Contrataciones de esta Municipalidad. ...",2023-02-17,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/8268/contents/1843090,Nueve de Julio,Decreto Nº263/2023 en el boletín 77º de Nueve de Julio,,17/02/2023,,,volumen_alto,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/8268/contents/1843090,"Que corresponde dictar acto administrativo a efectos del llamado a Licitación Privada Nº 4, en el marco del Expediente Municipal 4082-87/2023 ... […] La comunicación NO-2023-00003872-MUNINUE-SSC#SAH. La solicitud de Decreto efectuada por el Sub Secretario de Contrataciones ... […] LICITACION PRIVADA Nº 4 - COMPRA DE NEUMÁTICOS - LLAMADO. ...",2023-02-17,2026-09-01,2026-09-01
